EVENT CATEGORY	EVENT GROUP	EVENT SUBGROUP	EVENT TYPE	PLACE	EVENT START DATE	COMMENTS	FATALITIES	INJURED / INFECTED	EVACUATED	ESTIMATED TOTAL COST	NORMALIZED TOTAL COST	EVENT END DATE	FEDERAL DFAA PAYMENTS	PROVINCIAL DFAA PAYMENTS	PROVINCIAL DEPARTMENT PAYMENTS	MUNICIPAL COSTS	OGD COSTS	INSURANCE PAYMENTS	NGO PAYMENTS	UTILITY - PEOPLE AFFECTED	MAGNITUDE	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Southwest Alberta	21/05/2008 12:00:00 AM	Southwest Alberta, May 21 to 25, 2008.  A series of rainstorms and the resulting high stream flows significantly impacted municipalities in Southwestern Alberta.  The Government of Alberta established a Disaster Recovery Program on July 30, 2008, covering all affected municipalities and residents.  The program includes the municipalities of the Town of Black Diamond, Town of High River, Town of Okotoks, City of Clagary, Municipal District of Foothills, Kananaskis Improvement District, Municipal District of Pincher Creek, the Municipal District of Rocky View, and the Stony First Nation.	0	0	0	9400000.0000	494303.2	25/05/2008 12:00:00 AM	3100000.0000	6300000.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storm Surge	Baie-Verte and Port Elgin NB	02/01/2010 12:00:00 AM	Baie-Verte NB, January 2-3, 2010.  While there are no gauges in the Baie-Verte/Port Elgin area, Environment Canada reported that based on the gauge at Pointe du Chene the peak water level there lasted for approximately 2 hours.  Environment Canada indicated that water levels in the Baie-Verte/Port Elgin area would have been greater than the five feet recorded at Pointe du Chene due to the peak winds occurring there later in the storm.	0	0	0	627673.0000	32326.5	03/01/2010 12:00:00 AM	0.0000	0.0000	337716.0000	145954.0000		144003.0000		0	0.0	
Disaster	Natural	Meteorological - Hydrological	Tornado	Kawacatoose First Nation SK	02/07/2010 12:00:00 AM	Kawacatoose First Nation SK, July 2, 2010.  An F3 tornado ripped through the Kawacatoose First Nation, destroying 15 homes and causing $2.3 million in damages.	0	0		358000.0000	18437.8	02/07/2010 12:00:00 AM					358000.0000			0	0.0	
Disaster	Natural	Meteorological - Hydrological	Winter Storm	Lambton County ON	13/12/2010 12:00:00 AM	Lambton County ON, December 13, 2010. A severe winter storm caused the closure of Highway 402 in Lambton County.  The Canadian Forces assisted the Ontario Provincial Police in rescuing 237 motorists who were stranded in their vehicles.  One officer received a minor injury while trying to reach stranded motorists and one man was later found dead due to exposure to the elements.	1	1	237			13/12/2010 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	New Brunswick and Nova Scotia	13/12/2010 12:00:00 AM	New Brunswick and Nova Scotia, December 13, 2010.  New Brunswick and Nova Scotia experienced heavy rainfall resulting in extensive flooding causing damages to housing, roads, and loss of power to approximately 80,000 residents in Nova Scotia.  At least 44 residents from St. George and Nashwaak Valley were displaced from their homes.  Both provinces provided provincial aid to victims.	0	0	0			13/12/2010 12:00:00 AM								80000	0.0	
Disaster	Natural	Meteorological - Hydrological	Tornado	Midland ON	23/06/2010 12:00:00 AM	Midland ON, June 23, 2010.  An F2 tornado destroyed approximately 50 homes and caused damages estimated to be $15 million.  The F2 classification means that wind speeds between 180 and 240 kilometres per hour were reached.  12 people were reported to be injured.  Ontario provided immediate provincial assistance of up to $1 million to aid in cleanup and repairs.	0	12	0	16000000.0000	824034.3	23/06/2010 12:00:00 AM			1000000.0000			15000000.0000		0	0.0	
Disaster	Natural	Meteorological - Hydrological	Drought	Across Canada, concentrated in Saskatchewan and Alberta	01/06/2001 12:00:00 AM	Across Canada, concentrated in Saskatchewan and Alberta, Spring 2001 to Fall 2002.  A severe drought was felt across all Canada, affecting 41,000 people, with the most devastating impacts felt in Saskatchewan and Alberta.  Record to near-record drought, as indicated by the Palmer Drought Severity Index, was recorded at several climate stations in 2001.  The winter of 2001-2002 continued the dry trend and brought above normal temperatures.  Fall 2002 brought much needed precipitation to relieve much of the drought, though dry conditions did remain in places.  The repercussions of the drought included agricultural production, employment, crop and livestock production, and the Gross Domestic Product.	0	0	0			01/10/2002 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Tornado	Leamington ON	06/06/2010 12:00:00 AM	Leamington ON, June 6, 2010. A strong thunderstorm cell moved over the southern portions of Essex County. It spawned 4 tornadoes and a series of damaging wind gusts along an intermittent path of damage about 40 kilometres in length. The most significant damage was done by an F2 tornado which swept through the south end of the town of Leamington, with peak winds between 180 and 240 km/h.  Approximately 4,500 hydro customers were left without power, and 12 homes were deemed unsafe due to damages.  The Red Cross provided an emergency shelter to help in the wake of the disaster.	0	0	0	100000.0000	5150.2	06/06/2010 12:00:00 AM			100000.0000					13500	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	North Battleford SK	22/07/2010 12:00:00 AM	North Battleford SK, July 22, 2010.  A sudden and severe downpour of rain caused extensive flooding in the city of North Battleford.  A local state of emergency was declared.  97 homes were flooded and the Red Cross provided food and accommodations to 45 people from 11 families.	0	0	45			22/07/2010 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Hurricane / Typhoon / Tropical Storm	Newfoundland and Labrador	21/09/2010 12:00:00 AM	Newfoundland and Labrador, September 21, 2010.  Hurricane Igor impacted Newfoundland and Labrador, causing extensive damages.  At the height of the hurricane, wind speeds in some areas were in excess of 170 km/h with rainfall reaching nearly 240 millimetres in parts of the province.  Approximately 90 communities were isolated due to washouts and road closures, and 22 communities had declared states of emergency.  Over 30,000 calls were made to the Emergency Operations Centre and over 100 families were displaced.  An 80-year-old man died when he was swept into the ocean during the storm.  1,000 troops were deployed by the Canadian Forces to assist in the wake of the disaster.  Canada Revenue Agency also provided tax relief measures to taxpayers affected by Hurricane Igor in Newfoundland and Labrador.	1	0	300	16000000.0000	824034.3	21/09/2010 12:00:00 AM	16000000.0000							0	0.0	
Disaster	Natural	Meteorological - Hydrological	Wildfire	Williams Lake, Chilcotin, Houston, Burns Lake and Fraser Lake BC	28/07/2010 12:00:00 AM	Williams Lake, Chilcotin, Houston, Burns Lake and Fraser Lake BC, July to September 2010.  Due to little precipitation and lightning strikes, from July 28 to July 31, the number of fires in British Columbia went from 600 to 1,100.  On August 18, a significant wind blew through the interior causing substantial growth of the fires.  All evacuation orders and alerts were removed by the first week of September.  Approximately 330,000 hectares burned due to 1,673 fires.  Over 1,400 personnel from out-of-province assisted with fighting the fires.  Two airtanker pilots died when their plane crashed.  Both the city of Vancouver and the Government of Alberta issued air quality warnings due to smoke caused by the fires.	2	0		220000000.0000	11330472.1	08/09/2010 12:00:00 AM			220000000.0000					0	0.0	
Disaster	Natural	Geological	Earthquake	Port-au-Prince, Haïti	12/01/2010 12:00:00 AM	Port-au-Prince, Haïti, January 12, 2010. At 22:53 UTC time (16:53 local time), a 7.0 magnitude earthquake occurred off the coast of Haiti, approximately 16km from the capital of Port-au-Prince.  Upwards of 50 aftershocks were felt since January 12, including a 6.1 magnitude on January 20.  In the aftermath 1,911 Canadians in Haiti were located by International and Foreign Affairs.  58 died and 31 were injured.  A total of 4,620 Canadians and Haitians were evacuated to Canada over the course of 49 flights, including 203 children who were united with their families in Canada.  Expert personnel from DFAIT, CIDA, CIC, CBSA, CSC, and the RCMP were dispatched to aid in the response.	58	31	4620	750000000.0000	38626609.4	12/01/2010 12:00:00 AM					750000000.0000			0	7.0	
Disaster	Natural	Meteorological - Hydrological	Drought	Southern Saskatchewan	01/01/1921 12:00:00 AM	Southern Saskatchewan, 1921. A drought put many farmers out of work, and caused poverty and distress.	0	0	0			01/01/1921 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Southeast YT	15/07/1974 12:00:00 AM	Southeast YT, July 15-16, 1974. Heavy rainfall along the Alaska Highway caused sections of highway and bridges to be washed away; the Watson Lake area received 100 mm of rain; at times 25 mm fell during a six-hour period.	0	0	0			15/07/1974 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Northwestern British Columbia	29/10/1978 12:00:00 AM	Northwestern British Columbia, October 29 - November 7, 1978. Northwestern BC was hit by two floods. The first was due to a major storm system which struck October 29 to November 1. The second flood was caused by heavy rainfall and mixture of snow and rain occurring between November 4 and 7. Flooding occurred collectively along the Skeena and Nass rivers, and on the Queen Charlotte Islands. The Terrace-Kitimat region was declared a disaster area as the local economy was severely disrupted by the flooding and loss of communication links. Kitimaat Village and Thornhill were also affected while Lakelse Lake and Old Remo areas were the worst hit by flooding with dozens of homes flooded.  Numerous bridges were damaged and destroyed, roads and highways were washed out in many places, and the railway line between Smithers and Terrace was closed because of the flooding. A CN Rail track was undermined – a train engine fell into the Skeena River, causing the deaths of two people.	2	0	40	8277755.0000	1357009.0	07/11/1978 12:00:00 AM	3037970.0000	5239785.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Vancouver, Fraser Valley and the Greater Vancouver Regional Districts BC	06/01/2009 12:00:00 AM	Vancouver, Fraser Valley and the Greater Vancouver Regional Districts BC, January 6 to 8, 2009. A severe rainstorm from January 6 to January 8 affected Vancouver, Fraser Valley and the Greater Vancouver Regional Districts causing overland flooding, mudslides and landslides until January 31.    Preliminary eligible costs are estimated at $16,500,000, which would result in a federal share of approximately $6,900,000.	0	0	0	16500000.0000	865384.6	08/01/2009 12:00:00 AM	6900000.0000	9600000.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Winter Storm	Quebec	09/01/2008 12:00:00 AM	Quebec, January 9, 2008. A vigorous cold front brought very strong winds that generated power outages in several regions of Quebec. A total of 83,000 Hydro-Quebec customers across the province were left without electricity.	0	0	0			09/01/2008 12:00:00 AM								249000	0.0	
Incident	Technology	Fire	Residential	Merville and Lang BC	01/01/1921 12:00:00 AM	Merville and Lang BC, 1921. Fires broke out in the two towns. Unknown number of deaths and homeless.						01/01/1921 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Kicking Horse Pass, Alberta - British Columbia border	01/11/1978 12:00:00 AM	Kicking Horse Pass, Alberta - British Columbia border, November 1978. Debris flows triggered by a jökulhlaup (sudden and rapid draining of a glacier dammed lake or of water impounded within a glacier) from Cathedral Glacier destroyed three levels of Canadian Pacific Railway track, derailing a freight train; sections of the TransCanada Highway were also buried.	0	0	0	20087353.0000	3293008.7	01/11/1978 12:00:00 AM	7372141.0000	12715212.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Winisk ON	16/05/1986 12:00:00 AM	Winisk, Winisk River Northern ON, May 16, 1986.  Precipitation was nearly three times normal in the western James Bay area of northern Ontario in March and April; as the snowpack melted, ice jams formed on the Winisk River; the river then overflowed its banks and Winisk was inundated;  the isolation of the community, the magnitude of the flooding and a blizzard made rescue efforts difficult.  Of the 131 residents, almost all were airlifted to safety; two died; the community was virtually destroyed; a new town site was developed upstream at Peawanuk.	2	0	129			16/05/1986 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Winter Storm	St. John's NL	08/02/1921 12:00:00 AM	St. John's NL, February 8, 1921. This snowstorm was one of the worst experienced in the city for years; snow piled up to depths of 2.5 and 3 metres, mostly on streets running north and south; suburban roads were blocked with drifts 3 to 4.5 metres high; businesses on Water Street had to close down; there was no mechanical equipment to remove the snow, and gangs of shovellers and teamsters with box carts had to be employed on Water Street; it took five days to remove 40 000 loads to the harbour.	0	0	0			08/02/1921 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	North-central Alberta	13/07/1986 12:00:00 AM	North-central Alberta, July 13-24, 1986. Very heavy precipitation caused the McLeod, Pembina, the Athabasca rivers and the North Saskatchewan River and its tributaries to overflow and flood the North Saskatchewan River valley in Edmonton (July 19) and hundreds of smaller communities. Extensive damage occurred in low-lying residential areas, agricultural lands, crops, farm property and buildings. Municipal and provincial infrastructure was also damaged. 1500 homes were damaged. Refer to the Saskatchewan entry for more information on this weather system.	0	0	0	12843964.0000	1174752.8	24/07/1986 12:00:00 AM	6809368.0000	6034596.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Southcentral Quebec	28/03/1987 12:00:00 AM	Southcentral QC, late March-early April 1987. Heavy rains and melting snow caused spring flooding; damage was widespread due to the high water levels and landslides which were brought on by the heavy rain; transportation was disrupted and hundreds of people were evacuated; most damage occurred on Apr. 1 with conditions returning to normal Apr. 2 and 3; the Beaucé region south of Québec City was hit hard, as main roads were closed and homes were evacuated. The north shore of the St. Lawrence River east of Québec City experienced some landslides.	0	0	300			05/04/1987 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Wildfire	County of Thorhild AB	12/05/2010 12:00:00 AM	County of Thorhild AB, May 12, 2010. A wildfire in the county of Thorhild, north of Edmonton, affected thousands of acres of land.  The community of Opal experienced numerous evacuation orders, up to 100 homes on May 17. The Province of Alberta provided $10 million in funding under the Municipal Wildfire Assistance Program to aid in the community's recovery.	0	0	300	10000000.0000	515021.5	12/05/2010 12:00:00 AM			10000000.0000					0	0.0	
Disaster	Natural	Geological	Landslide	Britannia Beach BC	28/10/1921 12:00:00 AM	Britannia Beach BC, October 28, 1921. 37 dead; outburst flood caused by breach of landslide dam swept away more than 50 houses.	37	0	0			28/10/1921 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Perth-Andover NB	02/04/1987 12:00:00 AM	Perth-Andover NB, April 2, 1987. Serious damage occurred when an ice jam formed during snowmelt and heavy rainfall caused severe flooding; the railway bridge spanning the Saint John River was destroyed; 17 rail cars spilled mildly toxic water-soluble chemicals into the water; a State of Emergency was declared; mass evacuations were necessary.	0	0	300	7872284.0000	689543.1	02/04/1987 12:00:00 AM	5660456.0000	2211828.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Harrow, Kent, Essex, Leamington counties ON	19/07/1989 12:00:00 AM	Harrow and Colchester South, Essex County ON, July 19-20, 1989. Widespread flooding due to 450 mm of rain in a 30-hour period; the rainfall was from an intense thunderstorm which was centred over Colchester South and appeared to be stationary over Harrow for most of its duration. Many were evacuated from areas of extreme flooding and erosion; a few injuries were reported, no deaths; utility service in some areas was disrupted.  Kent and Leamington counties were also affected.	0	0	0	13807000.0000	1107513.4	20/07/1989 12:00:00 AM	0.0000	0.0000				13807000.0000		0	0.0	
Incident	Technology	Explosion	Non-Residential	Comox BC	01/01/1922 12:00:00 AM	Comox BC, 1922. An explosion at the Comox Colliery killed 18 people.	18	0	0			01/01/1922 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Grande Prairie AB	23/08/1989 12:00:00 AM	Grande Prairie AB, August-October 1989. Heavy rainfall occurred over the northwest region of Alberta in late August 1989 and caused flooding. Rains continued on in September and October, making it hard for farmers to harvest their crops.	0	0	0			18/10/1989 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Southern Alberta	06/06/1995 12:00:00 AM	Southern Alberta, June 6-9, 1995. Heavy rain and snowmelt led to flooding. The most extensive damage occurred from the Oldman and South Saskatchewan Rivers from Crownest Pass to Pincher Creek, Lethbridge and Medicine Hat. This includes the southern areas of High River. Roads, property, riverbanks, trails, agricultural land and over 20 bridges were damaged. More than 215 homes had flooded basements and some experienced short power outages.	0	0	0	154623306.0000	10590637.4	09/06/1995 12:00:00 AM	34061897.0000	9324782.0000	12672842.0000	76670115.0000		21893670.0000		0	0.0	
Disaster	Natural	Biological	Epidemic	Glengarry Hospital, Victoria BC	06/04/2010 12:00:00 AM	Glengarry Hospital, Victoria BC, April 6, 2010. A Norovirus outbreak at Chandler was declared on April 6 and affected a total of 39 residents. A respiratory outbreak was first declared on April 22 after an increase in the number of cases and several deaths occurred at the Chandler Unit. On April 29, two residents on the Fairfield Unit also became ill with respiratory symptoms. No new cases of respiratory illness have occurred on Fairfield since  April 29. A total of 21 residents at Glengarry Hospital (19 at Chandler Unit and 2 at Fairfield Unit) were affected by a respiratory illness. Of these 21 individuals, 10 have died (9 on Chandler, 1 on Fairfield). Three staff members also experienced respiratory symptoms.	10	21	0			06/04/2010 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Wildfire	Chapleau ON	27/05/2010 12:00:00 AM	Chapleau ON, May 27, 2010. A forest fire, which started in the Chapleau area near Wawa, burned through approximately 22 hydro poles and caused a power outage affecting approximately 2,000 local residents.	0	0	0			27/05/2010 12:00:00 AM								2000	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Saint John River Basin NB	17/06/1922 12:00:00 AM	Saint John River basin and northeastern river basins NB, June 17-25, 1922.	0	0	0			25/06/1922 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Saguenay River Valley QC	19/07/1996 12:00:00 AM	Saguenay River Valley QC, July 19, 1996; 290 mm of rainfall in less than 36 hours and caused at least 10 deaths.  Thousands of homes, roads and bridges washed out; Downed power lines.  A total of 15,825 people had to leave their homes.  At least 20 major bridges heavily damaged.  Greater than 50 towns and villages inundated, or main roads destroyed and electricity cut off.  Aluminium plants and paper mills slowed or closed for a month.  At least 3,200 industry workers idling.  3 schools closed. The Canadian Red Cross sent 1600 volunteers to set up a temp office and evacuate people. Overall they assisted 16,000 people.	10	0	15825	300000000.0000	20247469.1	19/07/1996 12:00:00 AM	300000000.0000							0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Montreal and Mauricie Region QC	08/11/1996 12:00:00 AM	Montreal and Mauricie Region QC, November 8-9, 1996. Severe flooding due to heavy rains occurred in the MontrÃ©al and Mauricie regions.  Approximately 150 mm of rain fell on MontrÃ©al in 36 hours; some communities received 160 mm. The flooding caused extensive damage to agricultural lands, public works and private property including 6,000 residences and 100 businesses and industries. Two major highways closed near MontrÃ©al, washed out roads cut off three villages in Mauricie.  In total, 121 municipalities were affected and 1,000 people (425 families) were evacuated. No injuries were reported.	0	0	1000	93089380.0000	6282747.8	09/11/1996 12:00:00 AM	3435141.0000	10709159.0000				78945080.0000		0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Gaspé and Bonaventure QC	05/12/2010 12:00:00 AM	Gaspé and Bonaventure QC, December 2010. Heavy rains moved through Québec causing flooding from December 5 to 7 and 13 to 15.  A total of 57 municipalities were declared eligible for disaster financial assistance with the provincial government.  Approximately 125 residents were evacuated during the flooding on the 15th, with between 300 and 500 homes in the Gaspé region being flooded.	0	0	125			15/12/2010 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Tornado	Portage la Prairie MB	22/06/1922 12:00:00 AM	Portage la Prairie MB, June 22, 1922. A tornado resulted in five dead, many injured.	5	0	0			22/06/1922 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Wildfire	Cross Lake, Seymourville MB	29/04/1999 12:00:00 AM	Manitoba, April-May 1999. There were 65 fires burning in the province.  The 1200 residents of Cross Lake were forced to flee their homes on April 29, when a Forest fire came within 300 metres of the town. The majority of residents were evacuated to the nearby towns of Thompson and Norway House.  On May 3, 600 residents of three small communities clustered on the east shore of Lake Winnipeg (Seymourville, Hollow Water First Nation and Manigotagan), were evacuated to the nearby town of Bissett to avoid the oncoming Forest fire which came within four kilometres of the communities. The fire covered 52 sq. km. and it took about 500 firefighters, 30 helicopters and five water bombers to battle the blaze.	0	0	1050			12/05/1999 12:00:00 AM		0.0000	0.0000					0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	High River, City of Calgary, City of Red Deer, Red Deer County, Drumheller, Black Diamond, Pincher Creek, Fort Macleod, Okotoks, Turner Valley, Sundre, Mountainview County, District of Foothills, Clearwater County, Siksika First Nation, Tsuu T'ina First Nation AB	08/06/2005 12:00:00 AM	High River, City of Calgary, City of Red Deer, Red Deer County, Drumheller, Black Diamond, Pincher Creek, Fort Macleod, Okotoks, Turner Valley, Sundre, Mountainview County, District of Foothills, Clearwater County, Siksika First Nation, Tsuu T'ina First Nation AB, June 8, 2005. Heavy rainfall and high water across the southern Alberta caused massive flooding as many regional rivers flooded.  A state of emergency was declared in municipalities across the region. Severe flooding caused evacuation in these communities Calgary (2000), Sundre (1300), Drumheller (3200), High River (200), Foothills (70), Okotoks (58), Red Deer County (200).  Officials called the floods a “once-in-200-year event”.  Approximately 40,000 homes suffered flood damage as a result of record rains in June.  	2		7028	142100000.0000	7968224.3	08/06/2005 12:00:00 AM	142100000.0000							0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Meadow Lake to the South and Stony Rapids to the North, and between the Alberta border to the West and the Manitoba border to the East.	23/07/2005 12:00:00 AM	Meadow Lake to the South and Stony Rapids to the North and between the Alberta border to the West and the Manitoba border to the East, June 23,2005.  An intense low pressure system caused heavy rainfall from July 23-25, 2005, affecting an area of northern Saskatchewan already saturated by snowmelt between Meadow Lake to the south and Stony Rapids to the north, and between the Alberta border to the west and the Manitoba border to the east.  The closure of Highway 905 due to flooding in several locations resulted in the disruption of services to northern communities, including Stony Rapids and Black Lake, until the road was re-opened on July 31, 2005.  Preliminary eligible costs were estimated at $3,200,000, which would result in a federal share of approximately $1,100,000.	0	0	0	3200000.0000	179439.3	25/07/2005 12:00:00 AM	1100000.0000	2100000.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Wildfire	Haileybury ON	30/09/1922 12:00:00 AM	Haileybury and northern region ON, September 30 - October 5 1922. 43 dead (unofficially as high as 150), 11,000 homeless, 5180 square kilometres burned.	43	0	11000			05/10/1922 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Roseau River First Nation, Sioux Falls, Peguis First Nation, St. Andrews, St. Clements and Selkirk MB	24/03/2009 12:00:00 AM	Roseau River First Nation, Sioux Falls, Peguis First Nation, St. Andrews, St. Clements and Selkirk MB, March 24, 2009. Overland flooding from March 24 to May 21 caused by a combination of snowmelt, seasonal precipitation and the spring breakup affected southern Manitoba's watershed areas of the Red, Pembina, Assiniboine, and Souris Rivers.  The event caused flooding of houses and evacuations from communities including Roseau River First Nation, Sioux Falls, Peguis First Nation, St. Andrews, St. Clements and Selkirk.  The flooding also resulted in damage to public infrastructure such as bridges, roads, and highways. Three principal factors led to the spring flooding: 1) Heavy autumn rains, about 43 per cent more than normal, saturated the ground just before freezing in early December, which left little room for absorbing snow melt in the spring; 2) It was a snowy winter in southern Manitoba with some 25 per cent more snowfall than normal. Heavy snowfalls and copious spring rains swelled the critical headwaters of North Dakota sending excessive waters north into Canada via the Red River and its tributaries; and, 3) An unseasonably cold spring slowed basin snow melting, ice decaying in rivers, and overland flow from ditches and culverts.	0	0	3000	40000000.0000	2097902.1	21/05/2009 12:00:00 AM	33500000.0000	6500000.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Drought	Saskatchewan and Alberta	01/03/2009 12:00:00 AM	Saskatchewan and Alberta, March 2009.  The Canadian Wheat Board projected lower crop prospects by 20 per cent across the Prairies. A dozen counties and municipal districts in Alberta declared a state of drought emergency or disaster.  For example, Saskatoon had less than one-quarter of the usual amount of spring precipitation, making the months of March, April and May the driest since record-keeping began in 1892. It wasn't just spring that was dry. The soil moisture recharge period between September 1, 2008 and March 31, 2009 had less than 60 per cent of normal precipitation. To the west, in Alberta, conditions were even drier, as illustrated by precipitation amounts in Edmonton, where the 12- month total rain and snow from July 2008 to June 2009 was only 234 mm, less than half of normal and the driest such period with records dating back to 1880. Making matters worse, eight of the last ten years in Alberta's capital of Edmonton had less rain and snow than the 30-year average total, but no year was as scanty as the most recent. Not surprisingly, the flow of the North Saskatchewan River was at its third lowest level in nearly a century.	0	0	0			01/03/2009 12:00:00 AM								0	0.0	
Disaster	Natural	Geological	Landslide	Echo Harbour BC	30/09/1922 12:00:00 AM	Echo Harbour BC, September 30, 1922. 5 dead; debris avalanche caused by heavy rains destroyed a logging camp.	5	0	0			30/09/1922 12:00:00 AM								0	0.0	
Incident	Technology	Explosion	Non-Residential	Comox BC	01/01/1923 12:00:00 AM	Comox BC, 1923.  An explosion in the Comox Colliery killed 33 people.	33	0	0			01/01/1923 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Winnipeg MB	01/01/1923 12:00:00 AM	Winnipeg MB, 1923. Severe flooding in the Winnipeg area of the Assiniboine River.	0	0	0			01/01/1923 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Saint John River Basin NB	29/04/1923 12:00:00 AM	Saint John River basin NB, April 29 - May 9 1923. Snowmelt, ice jams and heavy rainfall caused flooding in New Brunswick; flooding occurred in the Saint John River basin as well as river basins in the northeast and southwest; the situation was worsened with the creation of log jams from the lumber industry along the rivers systems; 2 dead due to drowning.	2	0	0			09/05/1923 12:00:00 AM								0	0.0	
Incident	Conflict	Terrorist	Bomb Attacks	British Columbia	01/01/1924 12:00:00 AM	British Columbia, 1924. Nine people were killed when a bomb went off in a railway car carrying a Doukhobor leader.	9	0	0			01/01/1924 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Drought	Prairie provinces	01/01/1924 12:00:00 AM	Prairie provinces, 1924. Cereal crop drought occurred in parts of the Prairies.	0	0	0			01/01/1924 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Dawson YT	07/05/1925 12:00:00 AM	Dawson YT, May 7, 1925. Ice broke on the Klondike River on May 7, while ice broke on the Yukon River on May 9; an ice jam formed causing severe flooding up to 1.5 m high.	0	0	0			07/05/1925 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Drought	Saskatchewan	01/01/1939 12:00:00 AM	Saskatchewan, 1939.	0	0	0			01/01/1939 12:00:00 AM								0	0.0	
Disaster	Natural	Biological	Epidemic	Across Canada	01/03/1927 12:00:00 AM	Across Canada, Mar-Sept 1927.  Typhoid. The Canadian Red Cross assisted the people of Canada by donating medical supplies and money to help the victims.  Unknown number of deaths.		0	0			01/09/1927 12:00:00 AM								0	0.0	
Incident	Technology	Fire	Residential	Montreal QC	09/01/1927 12:00:00 AM	Montreal QC, January 9, 1927. A fire started in the Laurier Palace Theatre but was quickly extinguished; however, in the ensuing panic, 12 people were crushed to death and 64 died of asphyxiation; many were children between the ages of eight and twelve.	76	0	0			09/01/1927 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Hurricane / Typhoon / Tropical Storm	Newfoundland	24/08/1927 12:00:00 AM	Newfoundland, August 24-25, 1927.  A hurricane swept through Atlantic Canada washing out roads, filling basements, ans swamping boats.  In Newfoundland, 56 people died at sea.	56	0	0			25/08/1927 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Rideau, Chaudière and Quyon Rivers QC	01/01/1928 12:00:00 AM	Rideau, Chaudière and Quyon Rivers QC, 1928. Three people were killed by the flooding when these rivers overflowed their banks.	3	0	0			01/01/1928 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Pike Lake SK	01/04/1928 12:00:00 AM	Pike Lake SK, April 1928. The Canadian Red Cross assisted in the evacuation of 138 residents.	0	0	138			01/04/1928 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Drought	Prairie provinces	01/01/1929 12:00:00 AM	Prairie provinces, 1929. Cereal crop drought occurred in parts of the Prairies.	0	0	0			01/01/1929 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Southern Ontario	18/01/1929 12:00:00 AM	Southern Ontario, January 18-20, 1929. Widespread flooding caused damages and flooded roads and railways; flooding forced several businesses to close.	0	0	0			20/01/1929 12:00:00 AM								0	0.0	
